,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육기관명,과정명,교육시작일자,교육종료일자,교육일수,교육시간,교육장소,온라인/오프라인,강사명,내일배움카드 필요 유뮤,수강료 지원금,자비부담금,수강료 합계,지원혜택,,훈련목표,커리큘럼,,,,,,,,,,지원자격,,선발절차,,,,훈련시설 및 장비,,,프로젝트,,,,,취업지원서비스,,,
코드랩아카데미학원,클라우드 활용 O2O 서비스 플랫폼 웹&앱 개발,20251202,20260511,108,860,서울 금천구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.O2O Platform: 사용자(User)-제공자(Provider)-관리자(Admin)가 유기적으로 연결되는 플랫폼 비즈니스 로직을 이해하고 구현
2.Full-Stack: Java & Spring Boot 백엔드와 React/Vue 프론트엔드를 활용하여 웹 서비스를 구축하고, 이를 모바일 웹앱(Hybrid App) 형태로 확장 ",기본,심화,기본,기본,기본,기본,없음,심화,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 훈련에 집중할 수 있는 미취업자 ", 컴퓨터공학 전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
아이티윌,빅데이터를 활용한 오라클 데이터 전문가 양성과정,20251202,20260428,101,808,서울 강남구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Oracle Mastery: 전 세계 엔터프라이즈 DB 점유율 1위인 Oracle Database의 아키텍처를 이해하고, SQL 및 PL/SQL을 자유자재로 다루는 능력 습득
2.Data Modeling: 업무 요건을 분석하여 최적의 테이블 구조를 설계하는 데이터 모델링(ERD) 역량 확보 ",기본,기본,심화,기본,심화,기본,기본,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 훈련에 전념할 수 있는 미취업자 ", 컴퓨터공학/통계학/정보통신 전공자 , O , O , O , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
이젠아카데미DX교육센터,UXUI디자인&웹기획 프론트엔드 부트캠프,20251202,20260508,107,960,서울 서초구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.UX/UI Design: Figma를 활용하여 사용자 경험을 설계하고, 웹/앱 인터페이스를 디자인하는 실무 능력 습득
2.Frontend Development: HTML5, CSS3, JavaScript(ES6+)를 활용해 디자인 시안을 퍼블리싱하고, React를 활용해 동적인 웹사이트로 구현 ",심화,기본,기본,없음,기본,없음,없음,없음,기본,심화," 국민내일배움카드 발급 가능자, 시각적인 결과물을 만드는 것에 흥미가 있는 미취업자 ", 디자인 관련 전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
렛유인에듀이공계핵심인재양성평생교육원,반도체 공정/설비 데이터 분석 전문가 양성과정,20251203,20260313,67,466,서울 강남구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Semiconductor Process: 반도체 8대 공정(포토, 식각, 증착 등)의 메커니즘을 이해하고, 불량 원인을 파악하는 도메인 지식 습득
2.Yield Enhancement: 데이터 분석을 통해 수율(Yield)을 높이거나 설비 가동률을 최적화하는 공정/설비 엔지니어 실무 역량 확보 ",기본,기본,기본,기본,기본,기본,기본,기본,기본,심화, 국민내일배움카드 발급 가능자 , 이공계 전공자 필수 권장 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
엠비씨(MBC)아카데미컴퓨터학원 천호점,기업프로젝트 기반 빅데이터를 활용한 풀스택(프론트-백엔드) 개발자 양성,20251203,20260603,125,994,서울 강동구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Web Full-Stack: Java & Spring Boot를 활용한 백엔드 서버 구축과 React/Vue 등을 활용한 프론트엔드 화면 구현
2.Service Integration: 분석된 데이터를 자바 웹 서비스에 연동하여 차트(Chart)나 리포트 형태로 제공하는 데이터 기반 웹 서비스 개발 ",기본,심화,심화,기본,기본,기본,없음,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 훈련에 집중할 수 있는 미취업자 ", 컴퓨터공학/통계학 전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
엠비씨(MBC)아카데미 컴퓨터국비지원교육센터,클라우드(PaaS)를 활용한 지능형교통정보시스템 UI구현 전문가 양성,20251203,20260622,138,1100,서울 관악구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.UI/UX Implementation: 교통 정보를 효과적으로 보여주기 위한 직관적인 UI/UX 설계 및 웹 표준(HTML/CSS/JS) 구현
2.Data Visualization: 지도(Map API) 위에 교통량, 사고 정보 등을 실시간으로 표시하는 데이터 시각화(Chart.js, D3.js 등) 기술 습득 ",기본,심화,기본,기본,기본,기본,없음,심화,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 훈련 참여 가능한 구직자 ", 컴퓨터/디자인/지리정보(GIS) 관련 전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
4세대아카데미컴퓨터학원,"정보보안 기반 클라우드, 서버 DevOps 인프라 및 네트워크 구성을 통한 실무형 엔지니어 양성",20251203,20260529,113,900,서울 구로구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Network Infrastructure: Cisco 장비(Router/Switch)를 활용하여 기업 내부망(LAN)과 외부망(WAN)을 설계하고 구축하는 통신 기술 습득.
2.Server Administration: Linux(CentOS/Ubuntu) 및 Windows Server를 구축하고, Active Directory, Web/WAS/DB 서버를 운영하는 시스템 엔지니어링 기술 ",심화,기본,심화,기본,기본,기본,없음,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 풀타임 학습 가능한 미취업자 "," 정보통신/컴퓨터공학 전공자. 네트워크관리사, 리눅스마스터 자격증 소지자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
엠비씨(MBC)아카데미 컴퓨터교육센터 수원점,"3D엔진 활용 메타버스 게임 개발자(기획,디자인,개발) 양성",20251203,20260720,156,1400,경기 수원시 팔달구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Game Engine: Unity 3D 엔진과 C# 스크립팅을 활용하여 게임 로직과 시스템을 구현
2.3D Design: Blender나 3ds Max를 활용하여 캐릭터, 배경, 아이템 등 3D 에셋(Asset)을 직접 모델링하고 맵핑 ",기본,기본,기본,기본,심화,기본,심화,기본,기본,심화," 국민내일배움카드 발급 가능자, 게임 제작의 전 과정(A to Z)을 경험해보고 싶은 미취업자 ", 게임/멀티미디어 관련 전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
대한상공회의소,[IBM] Cloud Native Dev base AI agent,20251203,20260616,131,1040,서울 중구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Cloud Native: Docker와 Kubernetes를 활용한 컨테이너 기반 개발 및 배포 마스터
2.AI Agent: LLM(거대언어모델)을 활용하여 특정 업무(고객 응대, 데이터 처리, 자동화)를 수행하는 AI 에이전트를 설계하고 플랫폼에 통합 ",기본,심화,기본,기본,심화,기본,없음,심화,심화,심화, 국민내일배움카드 발급 가능자 ," 컴퓨터공학 전공자, 알고리즘 및 자료구조 기초 지식 보유자 ", O , O , O , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
엠비씨(MBC)아카데미 컴퓨터국비지원교육센터,빅데이터 활용 실무 프로젝트 기반 JAVA 풀스택 개발자 양성과정,20251203,20260527,120,960,서울 관악구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Java Backend: Java 언어와 Spring Framework/Spring Boot를 활용하여 기업용 웹 애플리케이션의 핵심 로직을 개발
2.Full-Stack Project: 프론트엔드부터 백엔드, 데이터베이스(DB)까지 전 과정을 혼자서 구현하고 배포하는 능력 함양 ",기본,심화,심화,기본,기본,기본,없음,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 학습에 전념 가능한 미취업자 "," 컴퓨터공학 전공자, 논리적 사고력이 뛰어난 비전공자 ", O , O , O , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
엠비씨(MBC)아카데미컴퓨터학원 천호점,(기업연계형) AI를 이용한 스마트플랫폼 개발자 양성과정,20251203,20260605,127,1200,서울 강동구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Full-Stack Development: Java & Spring Boot (백엔드)와 React/Vue (프론트엔드)를 활용하여 웹 플랫폼 구축
2.AI Service Integration: Python과 AI API(LLM, Vision 등)를 활용하여 플랫폼 내에 지능형 기능 탑재 ",심화,심화,심화,심화,기본,기본,기본,기본,심화,기본," 국민내일배움카드 발급 가능자, 6개월간 훈련에 몰입할 수 있는 구직자 ", 컴퓨터공학 전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
미래융합교육원,융합_로보테크 AI 자율주행 로봇 개발자 과정,20251203,20260611,128,1024,대전 서구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.ROS Mastery: 로봇 개발의 표준인 ROS(Robot Operating System) 환경을 구축하고, 노드(Node) 및 토픽(Topic) 기반의 모듈화된 SW 설계
2.Autonomous Driving: 로봇의 SLAM(동시적 위치 추정 및 지도 작성), Navigation(경로 계획 및 추종) 등 핵심 자율주행 알고리즘 구현 ",심화,기본,기본,기본,심화,기본,심화,심화,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 고강도 학습에 집중할 수 있는 구직자 "," 전자/전기/기계/컴퓨터공학, 로봇공학 등 이공계 전공자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
(주)이젠컴퓨터아카데미안산,AI기반 멀티미디어콘텐츠 영상편집 크리에이터 마스터클래스,20251203,20260708,150,1200,경기 안산시 상록구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Video Editing Mastery: Adobe Premiere Pro와 After Effects를 활용한 영상 편집, 모션 그래픽, 자막 처리 등 전문 기술 습득
2.AI Content Creation: ChatGPT를 활용한 콘텐츠 기획, AI 이미지/영상 생성 툴을 활용한 소스 제작 및 합성 기술 ",기본,기본,없음,기본,없음,심화,심화,없음,기본,심화," 국민내일배움카드 발급 가능자, 영상 콘텐츠 제작에 열정이 있는 구직자 ", 시각 디자인/영상 관련 전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
하이미디어컴퓨터학원,"(클라우드 기반 MSA)풀스택 자바 개발자(React,SpringBoot,AWS)",20251204,20260611,130,1040,서울 강동구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Cloud Native: Docker 및 **Kubernetes(선택적)**를 활용하여 애플리케이션을 컨테이너화하는 기술 습득.
2.MSA Architecture: 거대한 단일 시스템(Monolith)이 아닌, 서비스 단위로 분리된 마이크로서비스를 설계하고 구현 ",기본,심화,기본,심화,기본,기본,심화,심화,심화,심화, 국민내일배움카드 발급 가능자 , 컴퓨터공학 전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
미래융합교육원,융합_건양대학교병원 바이오메디컬 인공지능,20251204,20260612,129,1026,대전 서구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Medical Data Understanding: EHR(전자의무기록), 의료 영상(DICOM), 유전체 데이터 등 특수 바이오메디컬 데이터의 수집, 전처리 및 익명화 기술 습득
2.AI Algorithm: TensorFlow/PyTorch 기반의 딥러닝(Deep Learning) 모델(CNN, RNN 등)을 활용하여 질병 진단 및 예후 예측 모델 개발 ",심화,심화,심화,기본,없음,없음,기본,기본,기본,기본, 국민내일배움카드 발급 가능자 ," Python 프로그래밍 경험이 있으며, 생명 현상 및 의학 분야에 대한 학습 의지가 높은 분 ", O , O , O , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
더조은컴퓨터아카데미,자바(JAVA)&클라우드(AWS) 활용 풀스택 취업캠프[의료영상 API연동 프로젝트],20251204,20260623,135,1080,서울 강남구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Full-Stack Development: Java와 Spring Boot를 이용한 강력한 백엔드 서버 구축 및 Front-end(HTML, CSS, JavaScript, React/Vue) 기술 습득
2.Special Project: 의료영상 API를 연동하여, 의료 데이터를 처리하고 웹 환경에서 조회/분석할 수 있는 특수 플랫폼 개발 ",기본,심화,기본,기본,심화,기본,없음,심화,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 집중 학습이 가능한 미취업자 ", 컴퓨터공학 전공자 , O , O , O , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
백석대학교산학협력단,지능형 블록체인 웹 개발자 양성과정,20251204,20260727,138,700,충남 천안시 동남구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Blockchain Core: 블록체인의 기본 원리(합의 알고리즘, 해싱), 분산 원장 기술(DLT) 이해
2.Web Full-Stack: 블록체인 기능이 없는 일반적인 서버/DB 개발(Java/Spring 또는 Node.js 기반) 기술도 동시에 습득하여 일반 웹 개발자로서의 취업도 가능하도록 대비 ",기본,기본,기본,기본,심화,심화,기본,기본,심화,심화, 국민내일배움카드 발급 가능자 ," 컴퓨터공학 전공자. 보안, 금융(Fintech), 분산 시스템에 관심이 많고 논리적 사고력이 뛰어난 분 ", O , O , O , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
휴먼IT교육센터_국비지원무료교육,심화_심층 데이터 분석을 통한 서비스 솔루션 개발자 과정,20251204,20260205,44,349,충남 천안시 동남구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 116,000 ", 없음 ," 1.Deep Analysis & ML/DL: 통계학 기반의 심층 데이터 탐색(EDA) 및 Scikit-learn, TensorFlow/PyTorch를 활용한 머신러닝/딥러닝 모델 설계 및 훈련
2.Service Solution Development: 개발된 AI 모델을 API로 구현하여 웹이나 모바일 서비스에 연동하는 기술(MLOps 초기 단계) 습득 ",기본,기본,기본,기본,기본,기본,기본,기본,기본,심화, 국민내일배움카드 발급 가능자 ," 컴퓨터공학, 통계학, 수학 등 이공계열 전공자. 데이터를 통해 가치를 창출하는 것에 흥미를 느끼는 분 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
성균관대학교산학협력단,[AWS] 바이오 헬스케어 AI 아카데미,20251204,20260528,113,865,경기 성남시 분당구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.AWS Cloud Mastery: AWS의 주요 서비스(S3, EC2, SageMaker, Lambda)를 활용하여 대규모 바이오/의료 데이터를 저장, 처리 및 분석하는 클라우드 환경 구축 및 운영 능력
2.Healthcare AI/ML: Python 및 PyTorch/TensorFlow를 활용하여 유전체 데이터, 의료 영상(DICOM), 임상 데이터를 분석하는 딥러닝 모델 개발 ",심화,심화,심화,기본,기본,기본,기본,기본,기본,심화, 국민내일배움카드 발급 가능자 ," Python 및 수학/통계학 기초가 탄탄하며, 헬스케어 산업에 대한 이해와 열정이 높은 분 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
하이미디어아카데미,"클라우드 기반의 자바 풀스택 (Springboot, React, flutter) 개발자",20251204,20260528,120,960,서울 서초구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Backend Core: Java 언어와 Spring Boot 프레임워크를 마스터하여 RESTful API 및 서버 로직 개발
2.Mobile Development: Flutter를 활용하여 단일 코드로 iOS와 Android를 모두 지원하는 크로스 플랫폼 모바일 앱 개발 ",기본,심화,기본,심화,기본,기본,심화,심화,기본,심화, 국민내일배움카드 발급 가능자 , 컴퓨터공학/소프트웨어 전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
