훈련과정명,교육기관명,기관인증,훈련기관취업률,교육시작일자,교육종료일자,모집마감일,교육일수,교육시간,교육장소,온라인/오프라인,자비부담금,수강료지원금,훈련수당(월),추가혜택,내일배움카드필요유무,지원자격_필수,지원자격_우대,선발절차_서류심사,선발절차_면접,선발절차_코딩테스트,선발절차_사전학습과제,장비,교재지원,장점,프로젝트_숫자,프로젝트_기간,프로젝트_팀구성방식,프로젝트_협업툴,프로젝트_멘토링,취업지원_이력서자소서,취업지원_모의면접,취업지원_협력사매칭,취업지원_수료후사후관리,훈련목표,강사명,대분류,커리큘럼1,커리큘럼2,커리큘럼3,커리큘럼4,커리큘럼5,커리큘럼6,커리큘럼7,커리큘럼8,커리큘럼9,커리큘럼10
에듀테크 상품서비스 PM(프로덕트매니저) 양성,(주)천재교육,,해당없음,20230509,20231106,20251231,121,960,서울 금천구,오프라인,0,17424000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"IT 서비스 기획 및 프로덕트 매니저(PM) 양성을 목표로, 사용자 조사, 요구사항 분석, 서비스 설계 및 프로젝트 관리 역량을 함양합니다.",미상,기획,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
빅데이터를 활용한 오라클 데이터 전문가 양성과정,아이티윌,,73.2,20230509,20231011,20251231,101,808,서울 강남구,오프라인,0,7657410,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
에듀테크 풀스택 AI 개발자 양성(Java),(주)천재교육,,해당없음,20230509,20231106,20251231,121,960,서울 금천구,오프라인,0,17424000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
클라우드(AWS) 환경에서 개발하는 풀스택(프론트엔드&백엔드) 자바(JAVA)웹&앱,더조은컴퓨터아카데미 종로,,62.3,20230510,20231221,20251231,151,1202,서울 종로구,오프라인,0,11391350,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[계룡건설] 빅데이터 기반 Green Tech SW개발자,대한상공회의소,,해당없음,20230511,20231026,20251231,113,896,대전 서구,오프라인,0,-,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
하이브리드 및 멀티클라우드 아키텍트 양성 과정,케이지에듀원 아이티뱅크종로학원,,65,20230511,20231016,20251231,100,800,서울 종로구,오프라인,0,7581600,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
Open API를 활용한 자바(JAVA)기반 챗봇 웹개발자(CI/CD) 양성과정,노원그린컴퓨터아카데미,,62.9,20230512,20231116,20251231,126,1008,서울 노원구,오프라인,0,9552810,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
MSA기반 플러터(Dart)활용 자바(JAVA)프론트엔드 백엔드 풀스택 웹(앱)개발,인천더조은컴퓨터아트학원,,58,20230512,20231116,20251231,125,1000,인천 부평구,오프라인,0,9477000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"UX/UI 디자이너 양성을 목표로, 사용자 경험 설계, 인터페이스 디자인, 프로토타이핑 및 디자인 시스템 구축 역량을 함양합니다.",미상,디자인,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
『기업연계 프로젝트형』 웹디자인(웹퍼블리셔)&프론트엔드 SW개발자 양성,그린컴퓨터아트학원,,77.9,20230512,20231031,20251231,120,960,서울 종로구,오프라인,0,9097920,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"UX/UI 디자이너 양성을 목표로, 사용자 경험 설계, 인터페이스 디자인, 프로토타이핑 및 디자인 시스템 구축 역량을 함양합니다.",미상,디자인,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
클라우드 엔지니어 양성과정,(주)신세계아이앤씨,,해당없음,20230512,20231106,20251231,115,920,서울 서초구,오프라인,0,16698000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
기업맞춤형 프로젝트 기반 빅데이터분석 (with 파이썬) 웹프론트엔드 개발자 과정,은곡직업전문학교,,해당없음,20230515,20231025,20251231,109,850,서울 노원구,오프라인,0,8099650,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
실무형 Nodejs 백엔드 엔지니어 양성과정,팀스파르타주식회사,,해당없음,20230515,20230927,20251231,95,1136,서울 강남구,오프라인,0,20618400,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"서버 사이드 개발 역량을 갖춘 백엔드 개발자 양성을 목표로, Java/Spring, Node.js 등을 활용한 API 설계 및 데이터베이스 연동, 서버 구축 능력을 함양합니다.",미상,백엔드 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
실무형 스프링 백엔드 엔지니어 양성과정,팀스파르타주식회사,,해당없음,20230515,20230920,20251231,90,1076,서울 강남구,오프라인,0,19529400,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"서버 사이드 개발 역량을 갖춘 백엔드 개발자 양성을 목표로, Java/Spring, Node.js 등을 활용한 API 설계 및 데이터베이스 연동, 서버 구축 능력을 함양합니다.",미상,백엔드 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
실무형 프론트엔드 엔지니어 양성과정,팀스파르타주식회사,,해당없음,20230515,20230919,20251231,89,1063,서울 강남구,오프라인,0,19293450,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"사용자 인터페이스(UI) 개발 역량을 갖춘 프론트엔드 개발자 양성을 목표로, HTML/CSS/JavaScript 및 React, Vue 등 최신 프레임워크를 활용한 웹 애플리케이션 개발 능력을 함양합니다.",미상,프론트엔드 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[K-디지털] 기업주도형 스마트웹〮콘텐츠개발자양성,부산예일직업전문학교,,해당없음,20230515,20231117,20251231,129,1020,부산 부산진구,오프라인,0,9666540,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
자바 스프링 리액트로 완성하는 클라우드 활용 풀스택 개발 ,한국정보교육원(구.경원직업전문학교),,84.3,20230515,20231117,20251231,125,1000,서울 관악구,오프라인,0,9477000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
빅데이터 기반 AI 솔루션 개발자 양성 과정,두드림컴퓨터학원,,68.7,20230516,20231031,20251231,113,900,경기 성남시 분당구,오프라인,0,8529300,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
스마트 팩토리 구축 최적화 과정(NCS),대한상공회의소인천인력개발원,,91.5,20230518,20231030,20251231,103,700,인천 남동구,오프라인,0,12061700,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"IoT 디바이스 및 임베디드 시스템 개발자 양성을 목표로, 하드웨어와 소프트웨어를 연계한 스마트 시스템 개발 역량을 함양합니다.",미상,임베디드(IOT),기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
멋쟁이사자처럼 앱/iOS 스쿨,주식회사멋쟁이사자처럼,,31.8,20230522,20231025,20251231,100,800,서울 종로구,오프라인,0,14520000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"안드로이드, iOS 등 모바일 플랫폼에서 동작하는 애플리케이션 개발자 양성을 목표로, Kotlin, Swift, Flutter 등을 활용한 모바일 앱 개발 역량을 함양합니다.",미상,모바일,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
